ClientID,JoinDate,Gender,Married,Birth,MarvelFavoriteCharacter,Occupation,Iron Man,The Incredible Hulk,Iron Man 2,Thor,Captain America: The First Avenger,The Avengers,Iron Man 3,Thor: The Dark World,Captain America: The Winter Soldier,Guardians of Galaxy,Avengers: Age of Ultron,Ant-Man,Captain America: Civil War,Doctor Strange,Guardians of Galaxy 2,Spider-Man: Homecoming,Thor: Ragnarok,Black Panther,Avengers: Infinity War,Ant-Man and the Wasp,Captain Marvel,Avengers: Endgame,Spider-Man: Far From Home,Black Widow,Shang-Chi and the Legend of the Ten Rings,Eternals,Spider-Man: No Way Home
Q0A0NG2,1/9/2019,M,M,1965,Spider-Man,politicians,4,-1,5,-1,1,-1,-1,6,10,-1,1,0,-1,-1,10,10,-1,-1,2,-1,8,9,10,6,-1,10,10
FKRZL0V,1/2/2018,M,M,1989,Black Widow,shopkeepers,-1,2,9,5,-1,0,8,5,0,-1,5,5,9,6,-1,6,-1,-1,8,1,0,-1,6,10,-1,1,8
LZEGKPJ,1/7/2020,M,M,1973,Iron Man,hotel/restaurant,10,1,10,10,3,4,10,-1,8,4,10,7,3,1,-1,4,2,1,3,2,-1,-1,4,-1,2,-1,9
F2JWHBE,1/11/2019,M,M,1966,Captain America,engineers,5,5,3,-1,10,-1,3,2,10,7,-1,-1,10,1,7,5,10,5,-1,5,5,9,-1,-1,1,2,2
OINTZ5P,1/9/2019,M,M,1989,Black Widow,politicians,8,1,0,-1,3,-1,10,4,3,9,4,-1,5,8,-1,9,5,-1,6,8,0,1,-1,10,3,7,-1
CAPC23E,1/10/2018,F,M,1965,Iron Man,politicians,10,-1,10,8,3,4,10,1,3,-1,-1,-1,1,-1,-1,8,1,-1,-1,-1,2,1,9,9,9,10,10
GOWF4CZ,1/3/2020,F,M,1980,Thanos,hotel/restaurant,5,4,-1,4,3,10,4,10,2,-1,10,-1,9,-1,-1,-1,10,-1,10,0,-1,10,-1,-1,-1,0,10
0XYF2WE,1/1/2018,M,M,1989,Iron Man,politicians,10,-1,10,-1,4,7,10,-1,0,0,-1,10,10,-1,5,2,4,7,0,-1,4,6,2,-1,-1,4,1
HNOEVLR,1/5/2019,M,M,1995,Iron Man,politicians,10,1,10,0,10,-1,10,9,3,2,6,1,-1,-1,9,3,4,4,4,-1,7,4,3,1,7,5,7
3GURBQJ,1/5/2020,M,M,1975,Groot,shopkeepers,6,9,-1,2,8,1,5,8,5,10,4,3,6,5,10,7,3,2,7,-1,-1,8,2,-1,3,9,3
RISAULI,1/4/2018,M,M,1964,Spider-Man,politicians,5,2,9,-1,-1,4,0,5,10,-1,3,7,-1,-1,7,10,-1,10,5,6,3,5,10,-1,7,6,10
BFS26H9,1/8/2019,M,M,1967,Iron Man,shopkeepers,10,0,10,6,-1,-1,10,5,5,10,5,9,10,-1,7,7,2,4,4,2,8,2,2,4,6,5,8
DYGX9YG,1/5/2018,M,M,1980,Black Widow,shopkeepers,2,6,-1,4,7,7,-1,1,10,3,1,10,0,8,9,6,-1,0,-1,5,8,6,6,10,2,-1,-1
LU4JSIF,1/7/2014,F,U,1963,Iron Man,politicians,10,9,10,8,10,-1,10,10,0,-1,2,0,7,5,2,6,10,1,9,4,-1,9,0,4,10,4,2
GR0BZ7G,1/3/2017,M,M,1996,Iron Man,politicians,10,-1,10,6,-1,9,10,-1,7,-1,4,-1,-1,4,-1,2,6,10,5,6,4,7,-1,5,6,7,8
194A16D,1/4/2020,M,M,1974,Iron Man,politicians,10,7,10,3,6,1,10,8,10,6,9,2,1,3,8,-1,0,10,2,3,-1,-1,-1,5,-1,4,10
RT1JQU8,1/3/2017,M,M,1977,Loki,politicians,8,5,4,10,10,10,-1,10,-1,1,3,9,3,9,3,-1,10,5,3,2,-1,4,-1,7,-1,-1,-1
J5DY8XV,1/10/2019,M,M,1986,Thor,politicians,-1,-1,1,10,2,-1,2,10,-1,3,1,0,-1,0,3,8,10,1,-1,7,9,-1,9,-1,6,9,9
YCJY2J3,1/11/2019,M,S,1988,Iron Man,hotel/restaurant,10,5,10,3,2,2,10,1,5,9,-1,0,-1,-1,5,10,-1,-1,-1,10,-1,9,-1,1,8,3,1
NBNX4SW,1/12/2019,M,M,1986,Black Widow,politicians,6,-1,3,1,1,-1,2,-1,3,-1,9,10,-1,9,2,2,-1,4,3,4,-1,-1,8,10,6,7,10
KDK6JSF,1/11/2016,M,M,1979,Iron Man,freelancers,10,4,10,-1,6,-1,10,9,10,3,-1,2,0,7,4,-1,4,8,9,2,4,4,-1,-1,1,5,-1
60GTFD5,1/10/2019,M,M,1990,Thanos,politicians,7,7,-1,-1,-1,10,9,2,2,4,10,7,2,6,8,3,3,9,10,-1,8,10,-1,7,9,9,-1
WBS6VS0,1/5/2020,M,M,1991,Thanos,hotel/restaurant,-1,2,5,4,1,10,0,-1,-1,-1,10,6,6,-1,9,-1,5,-1,10,5,4,10,-1,6,8,-1,3
BOGVAFK,1/6/2015,M,M,1972,Loki,politicians,-1,0,6,10,-1,8,-1,10,0,7,1,-1,-1,6,-1,5,10,8,8,-1,9,-1,10,-1,6,-1,2
DPOHLC5,1/8/2016,F,M,1974,Captain America,hotel/restaurant,7,9,5,-1,10,2,-1,4,10,6,1,-1,10,4,10,-1,8,3,8,0,10,0,4,5,1,-1,1
X9ML2XB,1/6/2017,F,M,1984,Iron Man,politicians,10,4,10,3,-1,-1,10,10,6,1,5,4,8,-1,-1,9,6,9,5,2,3,-1,7,5,10,-1,4
W7BY0SD,1/5/2019,M,M,1972,Captain America,politicians,8,0,-1,-1,10,0,4,-1,10,3,-1,4,10,8,9,7,1,9,-1,7,5,10,-1,9,0,1,3
LS83XNW,1/7/2019,M,M,1990,Iron Man,hotel/restaurant,10,6,10,2,4,-1,10,-1,4,9,4,-1,1,10,0,10,-1,-1,4,3,1,8,-1,-1,9,1,6
ULUV1IV,1/4/2019,M,M,1991,Iron Man,hotel/restaurant,10,7,10,5,1,4,10,1,-1,6,4,1,7,9,5,10,-1,-1,7,0,6,5,5,2,5,6,6
AZ49KF5,1/6/2017,F,M,1984,Iron Man,hotel/restaurant,10,-1,10,10,8,-1,10,7,8,7,0,-1,0,5,-1,10,4,4,7,7,-1,-1,8,0,10,-1,5
5RLAAJL,1/3/2018,M,M,1985,Pepper Potts,shopkeepers,10,-1,10,4,0,8,10,8,-1,4,2,1,-1,9,-1,-1,-1,6,0,3,-1,-1,-1,9,3,2,-1
X9PSB64,1/2/2018,M,M,1983,Black Widow,hotel/restaurant,-1,7,7,2,6,-1,7,-1,2,-1,-1,8,1,9,-1,-1,1,-1,1,7,-1,-1,-1,10,-1,-1,-1
GWQWYZ9,1/6/2018,M,M,1978,Spider-Man,shopkeepers,8,-1,-1,9,6,5,10,-1,3,9,-1,-1,0,-1,-1,10,10,-1,1,-1,8,10,10,-1,-1,10,10
VC8EX4V,1/6/2014,F,M,1986,Spider-Man,politicians,8,6,-1,3,-1,-1,-1,-1,1,8,10,-1,-1,-1,10,10,4,1,-1,10,-1,10,10,10,3,8,10
LUI3FCN,1/1/2014,M,U,1981,Captain America,politicians,4,-1,-1,8,10,0,-1,3,10,3,-1,0,10,3,-1,8,5,-1,-1,-1,5,9,2,0,5,9,10
LBMF1QV,1/12/2016,F,M,1978,Iron Man,politicians,10,0,10,9,0,-1,10,-1,-1,7,2,10,4,4,-1,9,5,8,9,10,-1,7,9,3,5,-1,1
KBK0BCA,1/5/2019,M,M,1980,Black Widow,shopkeepers,-1,-1,8,1,10,8,-1,-1,-1,-1,-1,4,6,2,8,4,7,4,10,7,0,8,0,10,7,0,7
6KB0OSH,1/1/2016,F,S,1994,Black Widow,politicians,9,-1,7,7,-1,2,1,2,7,1,-1,4,1,3,-1,-1,-1,1,4,-1,10,2,-1,10,7,6,-1
EGHFQ35,1/2/2017,M,M,1972,Iron Man,hotel/restaurant,10,-1,10,2,4,2,10,0,-1,-1,-1,-1,7,-1,7,9,8,-1,7,4,2,5,-1,-1,4,-1,10
6XDVZ0E,1/8/2017,F,M,1972,Spider-Man,politicians,7,3,9,-1,6,2,4,-1,-1,3,-1,-1,9,1,1,10,-1,2,2,0,8,1,10,0,-1,7,10
35LCVM7,1/5/2019,F,M,1986,Thanos,politicians,-1,-1,7,10,3,10,10,-1,4,9,10,9,-1,2,-1,8,3,-1,10,4,-1,10,-1,-1,5,2,-1
XU6WABZ,1/11/2016,M,M,1986,Iron Man,politicians,10,-1,10,-1,-1,6,10,6,3,-1,2,3,3,-1,10,-1,-1,-1,4,6,1,8,6,10,10,7,7
O1K15N2,1/5/2018,M,M,1976,Iron Man,politicians,10,4,10,-1,1,5,10,2,4,9,6,0,-1,3,8,3,0,-1,0,-1,9,1,5,1,8,9,0
N4JWDNT,1/6/2020,M,M,1960,Doctor Strange,politicians,7,0,0,4,-1,-1,8,-1,8,5,2,5,10,10,9,4,2,-1,8,-1,9,9,-1,9,9,3,10
GLACPP8,1/7/2019,F,M,1988,Spider-Man,politicians,-1,2,-1,2,1,10,-1,-1,6,6,9,0,8,-1,8,10,2,2,4,-1,9,-1,10,8,0,1,10
6P71L3F,1/3/2015,F,M,1972,Spider-Man,hotel/restaurant,10,7,4,-1,5,3,-1,9,8,9,4,-1,-1,10,3,10,6,2,4,-1,5,1,10,-1,-1,2,10
LT52ISH,1/11/2017,F,M,1989,Iron Man,politicians,10,-1,10,7,10,1,10,2,9,6,6,-1,3,-1,-1,5,9,5,-1,-1,-1,3,0,3,5,3,5
AHW54XM,1/10/2019,F,M,1962,Black Widow,shopkeepers,3,-1,10,5,7,4,8,-1,9,8,2,-1,7,2,2,6,-1,7,4,-1,-1,-1,2,10,-1,8,1
YZOL7C2,1/4/2019,M,M,1979,Iron Man,politicians,10,3,10,1,4,7,10,-1,-1,6,6,-1,-1,9,1,-1,-1,-1,6,-1,5,1,5,-1,10,5,4
XCJXD4H,1/4/2019,M,M,1970,Captain America,engineers,10,6,4,9,10,-1,-1,0,10,2,7,6,10,0,5,-1,-1,1,1,1,-1,6,4,5,4,8,0
JFR7SQZ,1/10/2017,F,M,1987,Spider-Man,politicians,0,0,5,8,-1,4,-1,2,-1,7,4,1,3,6,3,10,6,8,7,-1,6,5,10,7,-1,4,10
V020CLD,1/11/2016,M,M,1969,Spider-Man,engineers,0,-1,-1,9,3,10,2,2,9,5,9,9,10,-1,7,10,-1,4,-1,9,1,5,10,-1,2,4,10
OZR9WOE,1/10/2018,M,M,1982,Loki,politicians,-1,0,4,10,9,9,9,10,-1,5,-1,6,-1,9,8,5,10,2,3,3,-1,9,3,-1,3,1,7
DZ37XPW,1/1/2018,M,U,1986,Iron Man,politicians,10,-1,10,8,4,3,10,6,-1,10,10,-1,2,4,-1,10,-1,8,9,10,-1,2,8,-1,0,1,-1
AIPFDMD,1/5/2015,M,M,1990,Iron Man,hotel/restaurant,10,-1,10,1,3,10,10,7,-1,-1,-1,1,2,-1,3,9,10,0,1,-1,-1,2,5,8,-1,1,-1
9R0IETY,1/7/2020,M,U,1987,Iron Man,hotel/restaurant,10,5,10,-1,1,5,10,5,-1,3,-1,9,4,0,-1,1,9,0,-1,7,-1,-1,-1,-1,10,-1,0
CYX96NN,1/12/2017,F,M,1973,Groot,politicians,1,6,5,4,-1,6,3,-1,6,10,-1,-1,2,4,10,8,2,6,-1,-1,-1,3,-1,5,7,-1,-1
9NXTD65,1/1/2014,M,M,1969,Ant-Man,politicians,1,8,-1,1,-1,2,5,2,8,0,9,10,8,6,8,10,10,3,8,10,4,3,-1,0,8,6,10
9YTPCXF,1/5/2020,F,U,1983,Iron Man,politicians,10,-1,10,10,3,5,10,6,8,7,-1,5,-1,3,-1,5,8,4,2,-1,-1,8,8,-1,-1,8,7
L424RSI,1/6/2019,F,M,1991,Thanos,shopkeepers,-1,-1,0,-1,-1,10,-1,-1,-1,6,10,7,5,6,9,8,-1,0,10,-1,9,10,-1,8,2,-1,2
JMA7CVQ,1/11/2019,M,M,1968,Black Widow,politicians,10,-1,-1,-1,-1,-1,3,9,-1,2,-1,-1,-1,-1,10,6,-1,7,1,6,4,1,7,10,-1,-1,-1
LOI3U1O,1/4/2016,M,M,1981,Iron Man,hotel/restaurant,10,7,10,8,0,1,10,0,6,9,10,3,10,7,2,10,6,-1,7,4,-1,0,7,7,7,-1,3
CI7STZT,1/5/2019,F,S,1996,Thanos,politicians,7,2,2,7,10,10,4,-1,0,4,10,0,8,0,-1,-1,0,7,10,-1,6,10,10,0,-1,-1,10
HONCVTB,1/4/2020,M,U,1993,Iron Man,hotel/restaurant,10,2,10,3,7,3,10,7,5,-1,1,6,4,6,10,-1,2,-1,-1,7,4,4,7,1,0,5,5
0T1L3LF,1/5/2019,M,M,1983,Black Widow,hotel/restaurant,5,6,7,6,-1,1,2,6,-1,7,0,8,7,-1,5,10,-1,3,9,6,4,10,-1,10,6,-1,0
DSGNGSE,1/6/2020,M,M,1994,Pepper Potts,hotel/restaurant,10,-1,10,4,1,0,10,-1,1,-1,7,6,-1,-1,4,5,-1,2,-1,1,-1,-1,-1,4,10,2,7
I0QGEUV,1/3/2013,M,U,1968,Iron Man,politicians,10,6,10,5,3,-1,10,5,-1,-1,1,1,5,3,9,-1,2,-1,-1,7,3,0,-1,-1,10,0,8
Q03XSHZ,1/9/2018,F,M,1979,Spider-Man,politicians,-1,-1,-1,-1,1,5,-1,-1,-1,3,-1,1,-1,6,-1,10,-1,5,1,-1,4,8,10,5,2,1,10
T3ZUHV4,1/4/2019,M,M,1977,Thanos,shopkeepers,4,6,9,-1,-1,10,3,0,-1,0,10,9,1,2,3,-1,3,0,10,7,10,10,4,7,0,4,3
PFVWMA2,1/9/2019,M,M,1992,Thanos,hotel/restaurant,-1,8,0,2,7,10,4,5,10,-1,10,-1,-1,7,0,1,-1,4,10,3,-1,10,7,10,-1,-1,3
EONGLQW,1/9/2018,M,M,1980,Pepper Potts,politicians,10,9,10,-1,3,7,10,-1,8,0,2,0,9,-1,-1,1,7,10,3,4,6,2,-1,0,2,8,5
VV99T6E,1/3/2013,F,U,1987,Captain America,politicians,-1,4,-1,4,10,-1,-1,10,10,5,10,-1,10,7,-1,2,1,8,10,3,-1,8,0,4,8,10,1
F65NS7O,1/9/2017,M,M,1968,Black Widow,politicians,0,0,5,6,-1,-1,6,0,3,8,5,5,1,0,4,-1,6,8,-1,5,9,-1,3,10,8,0,9
6TCEZ2E,1/10/2017,M,M,1969,Iron Man,hotel/restaurant,10,-1,10,5,5,-1,10,6,-1,4,-1,9,-1,1,6,-1,-1,-1,9,-1,-1,4,10,-1,-1,-1,2
J1P2SKM,1/12/2019,M,M,1994,Thor,politicians,2,1,-1,10,-1,-1,8,10,-1,-1,9,7,1,-1,2,0,10,9,6,1,3,7,6,-1,10,7,4
CUN38MZ,1/8/2018,M,M,1989,Iron Man,politicians,10,4,10,2,6,7,10,6,3,4,4,0,10,1,-1,5,-1,6,0,8,2,-1,4,-1,5,6,9
3JTQYMH,1/1/2019,F,S,1987,Groot,politicians,-1,5,-1,-1,3,8,2,5,7,10,-1,4,3,2,10,6,7,-1,-1,10,5,1,-1,2,0,5,9
VYQGXTW,1/10/2018,M,M,1979,Ant-Man,politicians,2,8,3,8,10,-1,-1,10,0,-1,8,10,-1,-1,2,2,7,9,0,10,-1,8,10,-1,3,-1,-1
CJBFVTB,1/9/2016,M,M,1975,Groot,politicians,4,-1,0,5,8,-1,4,1,9,10,2,8,6,4,10,6,3,7,-1,0,-1,8,5,-1,-1,8,-1
OSJJGZE,1/4/2017,F,M,1970,Captain America,politicians,-1,-1,5,9,10,1,3,1,10,0,-1,1,10,8,-1,-1,3,9,8,6,5,10,2,-1,-1,8,1
G78TEUG,1/9/2018,F,M,1973,Iron Man,politicians,10,4,10,-1,10,-1,10,1,9,-1,-1,-1,0,10,10,8,4,-1,2,4,5,-1,5,4,8,-1,-1
ZJRPKUT,1/5/2018,M,M,1971,Gamora,engineers,0,-1,-1,-1,-1,10,2,4,-1,10,10,4,-1,8,10,-1,1,1,10,3,-1,10,-1,1,8,6,1
EIRG75G,1/10/2019,M,M,1992,Groot,hotel/restaurant,1,10,9,-1,9,-1,10,-1,2,10,-1,8,-1,2,10,-1,8,9,9,4,7,-1,0,9,-1,-1,5
M47LWUY,1/7/2012,M,U,1969,Iron Man,politicians,10,-1,10,3,8,-1,10,2,9,1,-1,-1,8,2,3,2,-1,3,6,-1,-1,2,-1,3,2,10,5
DOPWERE,1/9/2019,F,M,1979,Spider-Man,politicians,4,8,5,3,10,4,1,5,8,9,6,5,3,-1,-1,10,0,10,-1,4,-1,6,10,7,9,-1,10
KWI9EJK,1/6/2013,M,U,1989,Iron Man,hotel/restaurant,10,10,10,-1,4,8,10,3,1,5,8,9,-1,-1,5,10,4,-1,0,-1,3,-1,5,8,-1,-1,5
KARCP1I,1/5/2019,M,M,1976,Iron Man,shopkeepers,10,-1,10,10,5,-1,10,2,5,-1,6,-1,-1,8,-1,7,-1,1,-1,4,2,8,0,2,-1,7,9
O8PBBI7,1/7/2016,M,M,1970,Captain America,politicians,-1,1,4,1,10,9,7,-1,10,9,3,-1,10,7,5,9,10,-1,3,-1,-1,8,9,9,1,2,4
SV84H0A,1/5/2017,M,U,1985,Captain America,politicians,2,7,4,-1,10,7,-1,-1,10,-1,-1,1,10,2,-1,10,4,0,-1,-1,1,9,4,2,8,9,5
EL781EV,1/7/2019,M,M,1983,Groot,politicians,1,-1,4,6,6,4,-1,-1,4,10,5,0,-1,-1,10,9,1,-1,0,4,1,-1,4,9,-1,6,9
8VYYX6Z,1/4/2020,M,S,1988,Ant-Man,politicians,1,-1,3,4,7,6,4,1,6,10,-1,10,-1,-1,0,-1,1,1,7,10,3,7,-1,6,6,-1,-1
IYGN3DY,1/8/2019,M,M,1988,Thor,hotel/restaurant,-1,9,2,10,2,9,6,10,5,-1,-1,2,2,4,6,10,10,-1,-1,-1,2,-1,-1,0,1,1,2
MMS6FWD,1/10/2018,F,S,1964,Groot,hotel/restaurant,4,-1,7,1,7,1,7,5,0,10,1,3,-1,6,10,3,-1,9,9,-1,3,3,-1,1,10,5,2
WV8Z64O,1/4/2019,M,M,1979,Black Widow,shopkeepers,7,-1,2,9,10,-1,-1,2,4,-1,5,8,-1,0,5,6,5,9,3,-1,-1,0,1,10,10,2,1
GKNWWAB,1/5/2017,M,M,1971,Iron Man,politicians,10,5,10,7,9,-1,10,3,-1,-1,-1,-1,0,7,8,2,9,2,5,-1,-1,3,4,6,10,10,2
ED4UZ13,1/11/2019,M,M,1997,Spider-Man,politicians,10,7,2,9,7,10,7,10,-1,9,-1,0,6,4,4,10,6,5,10,8,-1,-1,10,2,0,8,10
JXOR76I,1/6/2018,M,M,1989,Spider-Man,politicians,4,-1,9,2,10,10,10,8,6,1,-1,8,2,3,-1,10,-1,7,7,2,3,2,10,9,-1,5,10
3MQT20L,1/4/2019,M,M,1984,Pepper Potts,politicians,10,-1,10,10,2,-1,10,3,10,4,4,2,8,-1,6,8,6,-1,-1,-1,-1,1,-1,3,-1,7,7
CZO9R02,1/1/2017,M,D,1969,Iron Man,politicians,10,5,10,10,4,-1,10,10,1,5,5,6,4,0,7,1,7,10,-1,-1,10,3,1,6,5,2,-1
EFDR9K7,1/3/2019,F,M,1988,Spider-Man,politicians,9,-1,-1,-1,-1,-1,9,-1,7,6,1,-1,-1,7,8,10,7,7,-1,-1,1,1,10,-1,1,7,10
KQ5R8X2,1/3/2020,M,M,1966,Captain America,politicians,-1,6,6,5,10,-1,9,4,10,-1,3,6,10,-1,-1,2,3,-1,2,4,5,0,4,1,3,-1,10
90621V2,1/8/2019,F,W,1974,Thanos,politicians,8,3,4,-1,6,10,2,2,2,-1,10,7,-1,7,6,-1,9,10,10,7,3,10,6,5,8,2,6
9OJRS1U,1/3/2019,M,M,1995,Spider-Man,politicians,10,10,9,-1,10,8,0,1,-1,-1,-1,-1,0,-1,0,10,9,-1,0,2,7,9,10,-1,7,-1,10
ZTQ3JLI,1/3/2015,M,D,1977,Hulk,politicians,-1,10,1,-1,3,-1,-1,9,2,0,10,6,4,9,5,7,3,8,-1,-1,2,6,8,-1,4,9,-1
BDR4HIE,1/3/2014,M,M,1973,Iron Man,hotel/restaurant,10,-1,10,0,4,7,10,1,-1,7,5,5,10,7,-1,1,-1,0,-1,8,-1,1,6,9,5,9,-1
Y2JAQ26,1/7/2018,M,M,1977,Black Widow,hotel/restaurant,2,8,7,-1,9,-1,1,3,0,-1,1,-1,-1,-1,0,4,6,-1,9,7,8,8,-1,10,4,9,10
YA7IICP,1/1/2020,M,M,1986,Black Widow,politicians,7,5,4,3,5,-1,-1,-1,3,8,3,0,4,-1,2,4,-1,5,2,9,5,-1,2,10,-1,10,8
L24V2O6,1/2/2019,F,M,1986,Groot,politicians,10,-1,3,7,9,-1,4,3,0,10,-1,8,5,10,10,10,1,7,-1,6,-1,-1,6,8,-1,10,-1
4MJF3FZ,1/8/2018,M,M,1970,Iron Man,politicians,10,8,10,0,0,10,10,3,9,7,-1,7,3,-1,1,1,-1,6,-1,-1,10,-1,8,-1,-1,6,4
JD1279L,1/4/2020,M,M,1991,Ant-Man,politicians,2,-1,9,-1,6,10,-1,-1,9,7,5,10,8,2,9,10,-1,4,-1,10,-1,-1,9,9,5,-1,10
5F9R3GE,1/10/2018,M,M,1982,Black Widow,politicians,7,3,6,2,2,-1,6,5,4,8,-1,-1,7,2,-1,2,10,1,2,8,5,7,7,10,-1,1,5
KNZFKCY,1/5/2018,F,S,1989,Loki,politicians,6,-1,10,10,5,3,8,10,-1,8,-1,-1,-1,-1,1,-1,10,-1,2,9,9,10,1,1,6,5,2
QMICND8,1/2/2018,M,M,1984,Loki,hotel/restaurant,-1,-1,2,10,-1,-1,-1,10,6,5,7,5,8,8,-1,7,10,1,10,2,-1,4,-1,1,-1,2,8
2DYIZSW,1/4/2018,M,M,1969,Black Widow,hotel/restaurant,7,10,1,1,9,7,6,-1,-1,0,0,-1,7,1,9,-1,5,4,-1,-1,-1,9,1,10,1,-1,-1
YQVTALN,1/8/2017,M,M,1979,Captain America,hotel/restaurant,-1,7,2,9,10,-1,0,3,10,5,2,-1,10,3,-1,1,7,-1,-1,3,3,-1,7,-1,4,-1,-1
LWY5ARE,1/10/2019,F,S,1993,Spider-Man,politicians,1,6,10,8,0,1,-1,6,-1,9,-1,-1,-1,5,-1,10,-1,4,1,3,-1,-1,10,10,-1,6,10
4B1XT8P,1/12/2017,M,M,1989,Thanos,hotel/restaurant,-1,-1,-1,8,1,10,7,-1,-1,4,10,0,2,4,6,3,9,2,10,7,8,10,1,2,-1,3,1
6O1SIOW,1/12/2018,M,M,1973,Pepper Potts,politicians,10,1,10,7,-1,9,10,3,-1,-1,10,8,6,-1,1,2,2,1,-1,7,8,-1,7,0,3,-1,-1
1V7VM0K,1/9/2019,M,S,1997,Pepper Potts,politicians,10,7,10,-1,-1,3,10,-1,2,-1,6,-1,5,8,-1,0,-1,2,-1,9,7,-1,7,-1,-1,9,-1
EHMLY7T,1/9/2018,M,M,1978,Spider-Man,shopkeepers,7,0,-1,-1,8,1,2,-1,-1,-1,5,10,6,6,-1,10,5,-1,-1,5,1,-1,10,-1,6,-1,10
AZDIN2Y,1/4/2019,F,M,1982,Black Widow,shopkeepers,-1,7,-1,-1,6,4,2,1,9,4,10,-1,-1,-1,-1,-1,7,-1,10,9,-1,-1,10,10,-1,-1,0
I7LK0HK,1/12/2015,M,M,1980,Iron Man,politicians,10,-1,10,8,3,10,10,10,1,-1,5,4,4,3,3,7,9,0,7,-1,1,1,-1,0,10,8,6
2Y6IA6C,1/3/2017,M,M,1972,Thanos,politicians,-1,6,1,-1,7,10,3,3,6,10,10,-1,-1,1,10,6,6,1,10,10,-1,10,3,6,-1,3,3
QITH30Y,1/8/2017,F,W,1963,Captain America,politicians,2,4,-1,-1,10,9,2,-1,10,7,-1,7,10,1,2,-1,2,10,-1,0,9,4,2,-1,6,4,2
AIPKDUJ,1/11/2019,M,M,1969,Iron Man,politicians,10,1,10,10,-1,6,10,2,4,2,7,9,8,-1,5,2,9,3,2,0,-1,1,1,-1,5,-1,6
BHPFGLR,1/3/2017,M,M,1979,Groot,politicians,9,5,-1,7,-1,-1,9,7,10,10,-1,-1,3,4,10,7,-1,1,7,3,-1,5,9,9,-1,9,0
O9U5JQX,1/4/2017,M,M,1987,Thanos,hotel/restaurant,9,7,10,-1,7,10,0,0,-1,9,10,10,4,2,8,8,-1,9,10,5,5,10,-1,7,4,6,-1
5KUSYYQ,1/9/2014,F,S,1972,Captain America,hotel/restaurant,0,8,10,3,10,-1,8,-1,10,3,7,6,10,-1,1,1,2,-1,-1,-1,8,-1,-1,-1,0,9,2
7ZAYNTM,1/2/2014,M,M,1982,Captain America,freelancers,9,6,-1,10,10,2,7,2,10,3,-1,6,10,0,2,-1,1,7,9,-1,4,-1,8,7,10,9,-1
VJZFXUF,1/7/2019,F,M,1989,MJ,politicians,8,6,5,-1,-1,5,5,10,9,-1,-1,3,7,7,-1,10,3,3,-1,4,-1,7,10,4,-1,7,10
0RFXPA1,1/11/2019,F,M,1978,Black Widow,politicians,-1,4,10,10,3,6,-1,10,-1,-1,0,5,4,4,1,4,4,0,3,-1,10,5,-1,10,4,6,10
5Y4OXHM,1/5/2018,M,M,1972,Iron Man,shopkeepers,10,6,10,8,2,-1,10,-1,-1,6,5,10,7,8,2,-1,7,9,4,-1,2,2,-1,0,-1,6,2
IYBS1WP,1/11/2015,M,M,1967,Groot,politicians,10,5,-1,2,-1,-1,-1,0,5,10,-1,-1,-1,-1,10,8,-1,-1,8,5,2,2,-1,-1,-1,10,-1
SQSLPZN,1/9/2016,M,U,1982,Iron Man,politicians,10,-1,10,8,-1,5,10,6,9,8,5,4,4,-1,10,2,4,-1,10,8,9,7,5,9,4,2,2
QI9QBEN,1/1/2018,M,M,1974,Groot,politicians,-1,5,7,6,2,1,-1,7,6,10,4,-1,-1,5,10,4,9,0,6,4,-1,3,9,10,-1,-1,10
MTKYRFY,1/4/2018,M,M,1978,Iron Man,shopkeepers,10,7,10,1,7,-1,10,9,-1,2,-1,9,6,1,0,9,3,-1,2,4,9,-1,9,9,5,6,8
STT9KE5,1/6/2017,M,M,1975,Spider-Man,shopkeepers,10,9,-1,5,-1,-1,-1,-1,8,3,8,10,-1,3,6,10,-1,9,-1,10,-1,-1,10,-1,10,6,10
41BGKLQ,1/6/2019,M,M,1995,Iron Man,politicians,10,-1,10,-1,4,5,10,0,8,-1,-1,2,5,4,-1,2,-1,3,-1,2,9,2,2,7,8,-1,2
XIQJWUH,1/12/2010,F,U,1984,Iron Man,politicians,10,-1,10,7,8,5,10,6,9,9,3,0,0,4,8,0,2,-1,9,-1,9,2,5,-1,-1,8,2
03WK7HK,1/12/2016,M,M,1983,Iron Man,hotel/restaurant,10,8,10,2,1,5,10,9,6,4,8,1,-1,3,4,-1,-1,4,-1,-1,4,-1,0,-1,-1,3,10
E9XQD65,1/4/2020,F,M,1981,Black Widow,politicians,6,-1,4,4,9,8,1,-1,3,-1,8,-1,1,10,-1,8,4,6,-1,-1,-1,-1,-1,10,10,-1,-1
WV2YJSF,1/4/2019,M,M,1961,MJ,shopkeepers,7,-1,-1,-1,-1,-1,5,8,7,1,8,10,-1,5,10,10,0,0,-1,10,7,-1,10,10,-1,-1,10
SJMS9K9,1/2/2019,M,S,1994,Spider-Man,politicians,-1,7,10,-1,3,3,1,5,9,-1,7,3,6,3,-1,10,5,-1,6,0,6,2,10,-1,-1,1,10
V14TYPH,1/4/2020,F,M,1985,Black Widow,politicians,-1,9,8,6,-1,7,-1,0,2,-1,3,-1,9,10,7,6,9,0,0,-1,9,-1,-1,10,6,6,-1
